date,type,type_short,label,amount,category,sub_category,comments
2020/10/05,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 041020 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-11,17 €",Alimentation,Indispensable,
2020/10/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 111020 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-17,79 €",Alimentation,Indispensable,
2020/10/15,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 141020 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-15,82 €",Alimentation,Indispensable,
2020/10/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 161020 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-127,41 €",Alimentation,Indispensable,
2020/10/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 231020 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-21,36 €",Alimentation,Indispensable,
2020/11/02,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 301020 CARREFOUR CITY  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-23,63 €",Alimentation,Indispensable,
2020/11/03,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 021120 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-23,86 €",Alimentation,Indispensable,
2020/11/06,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 051120 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-12,11 €",Alimentation,Indispensable,
2020/11/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 061120 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-26,75 €",Alimentation,Indispensable,
2020/11/13,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 121120 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2020/11/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 131120 CARREFOUR CITY  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-49,10 €",Alimentation,Indispensable,
2020/11/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 141120 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-23,49 €",Alimentation,Indispensable,
2020/11/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 151120 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-21,09 €",Alimentation,Indispensable,
2020/11/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 171120 CARREFOUR CITY  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,09 €",Alimentation,Indispensable,
2020/11/20,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 191120 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-10,34 €",Alimentation,Indispensable,
2020/11/24,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 231120 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-34,96 €",Alimentation,Indispensable,
2020/12/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 301120 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-51,61 €",Alimentation,Indispensable,
2020/12/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 071220 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-45,57 €",Alimentation,Indispensable,
2020/12/11,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 101220 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-10,57 €",Alimentation,Indispensable,
2020/12/30,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 291220 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-10,71 €",Alimentation,Indispensable,
2021/01/07,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 060121 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-12,87 €",Alimentation,Indispensable,
2021/01/13,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 120121 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/01/20,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 190121 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/01/21,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 200121 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-8,15 €",Alimentation,Indispensable,
2021/01/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 250121 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-51,35 €",Alimentation,Indispensable,
2021/01/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 250121 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-26,25 €",Alimentation,Indispensable,
2021/01/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 250121 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-6,05 €",Alimentation,Indispensable,
2021/02/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 290121 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-20,37 €",Alimentation,Indispensable,
2021/02/04,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 030221 CARREFOUR CITY  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-24,08 €",Alimentation,Indispensable,
2021/02/04,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 030221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-29,08 €",Alimentation,Indispensable,
2021/02/04,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 030221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-4,49 €",Alimentation,Indispensable,
2021/02/05,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 040221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-45,20 €",Alimentation,Indispensable,
2021/02/05,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 040221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-23,49 €",Alimentation,Indispensable,
2021/02/05,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 040221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-10,36 €",Alimentation,Indispensable,
2021/02/05,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 040221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-8,01 €",Alimentation,Indispensable,
2021/02/05,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 040221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-6,98 €",Alimentation,Indispensable,
2021/02/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 070221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-20,44 €",Alimentation,Indispensable,
2021/02/10,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 090221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-34,39 €",Alimentation,Indispensable,
2021/02/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 150221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-12,85 €",Alimentation,Indispensable,
2021/02/17,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 160221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-9,89 €",Alimentation,Indispensable,
2021/02/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 180221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-42,24 €",Alimentation,Indispensable,
2021/02/22,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 210221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-24,16 €",Alimentation,Indispensable,
2021/02/23,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 220221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-55,20 €",Alimentation,Indispensable,
2021/03/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 260221 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-12,31 €",Alimentation,Indispensable,
2021/03/04,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 030321 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-50,52 €",Alimentation,Indispensable,
2021/03/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 060321 CARREFOUR CITY  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-24,51 €",Alimentation,Indispensable,
2021/03/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 080321 LA FLUTE DE PAI DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-9,10 €",Alimentation,Indispensable,
2021/03/10,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 080321 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-5,94 €",Alimentation,Indispensable,
2021/03/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 150321 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-66,45 €",Alimentation,Indispensable,
2021/03/22,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 200321 LA FLUTE DE PAI DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-3,60 €",Alimentation,Indispensable,
2021/03/23,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 220321 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-21,47 €",Alimentation,Indispensable,
2021/03/25,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 240321 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-24,95 €",Alimentation,Indispensable,
2021/03/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 250321 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-68,26 €",Alimentation,Indispensable,
2021/04/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 310321 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-16,29 €",Alimentation,Indispensable,
2021/04/02,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 010421 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-46,86 €",Alimentation,Indispensable,
2021/04/07,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 050421 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,00 €",Alimentation,Indispensable,
2021/04/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 070421 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-37,60 €",Alimentation,Indispensable,
2021/04/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 100421 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-130,17 €",Alimentation,Indispensable,
2021/04/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 100421 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-23,92 €",Alimentation,Indispensable,
2021/04/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 150421 VOTRE MARCHE    ENGHIEN-LES-B   CARTE   4974XXXXXXXX7803,"-5,95 €",Alimentation,Indispensable,
2021/04/20,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 190421 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-66,31 €",Alimentation,Indispensable,
2021/04/23,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 220421 WATRIN          DEUIL-LA-BARR   CARTE   4974XXXXXXXX7803,"-14,00 €",Alimentation,Indispensable,
2021/04/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 230421 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-14,80 €",Alimentation,Indispensable,
2021/04/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 240421 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-12,00 €",Alimentation,Indispensable,
2021/04/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 240421 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-5,80 €",Alimentation,Indispensable,
2021/04/27,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 260421 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-12,22 €",Alimentation,Indispensable,
2021/05/03,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 010521 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,59 €",Alimentation,Indispensable,
2021/05/03,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 020521 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-9,78 €",Alimentation,Indispensable,
2021/05/03,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 300421 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-15,29 €",Alimentation,Indispensable,
2021/05/07,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 060521 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-10,55 €",Alimentation,Indispensable,
2021/05/10,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 070521 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-26,07 €",Alimentation,Indispensable,
2021/05/11,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 100521 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-43,57 €",Alimentation,Indispensable,
2021/05/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 180521 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-9,62 €",Alimentation,Indispensable,
2021/05/25,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 220521 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-23,41 €",Alimentation,Indispensable,
2021/05/25,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 220521 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-13,04 €",Alimentation,Indispensable,
2021/05/31,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 280521 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/06/03,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 020621 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/06/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 070621 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/06/14,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 110621 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-12,69 €",Alimentation,Indispensable,
2021/06/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 150621 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/06/17,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 160621 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-12,69 €",Alimentation,Indispensable,
2021/06/22,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 210621 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-12,69 €",Alimentation,Indispensable,
2021/06/28,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 250621 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/06/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 280621 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-50,05 €",Alimentation,Indispensable,
2021/06/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 280621 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/07/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 300621 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-53,75 €",Alimentation,Indispensable,
2021/07/06,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 050721 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-20,96 €",Alimentation,Indispensable,
2021/07/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 090721 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-1,71 €",Alimentation,Indispensable,
2021/07/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 160721 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/07/21,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 200721 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/07/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 240721 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/07/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 280721 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-9,37 €",Alimentation,Indispensable,
2021/08/02,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 010821 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-23,06 €",Alimentation,Indispensable,
2021/08/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 060821 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-5,94 €",Alimentation,Indispensable,
2021/08/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 070821 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-4,30 €",Alimentation,Indispensable,
2021/08/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 110821 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/08/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 140821 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-7,92 €",Alimentation,Indispensable,
2021/08/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 180821 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-24,45 €",Alimentation,Indispensable,
2021/08/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 180821 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-22,40 €",Alimentation,Indispensable,
2021/08/23,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 210821 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-149,57 €",Alimentation,Indispensable,
2021/08/25,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 240821 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-18,66 €",Alimentation,Indispensable,
2021/08/30,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 280821 CARREFOUR CITY  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-65,91 €",Alimentation,Indispensable,
2021/09/02,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 310821 CARREFOUR CITY  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-29,37 €",Alimentation,Indispensable,
2021/09/06,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 030921 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-15,84 €",Alimentation,Indispensable,
2021/09/06,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 040921 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-33,01 €",Alimentation,Indispensable,
2021/09/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 080921 CASINO DEUIL    DEUIL LA BARR   CARTE   4974XXXXXXXX6437,"-41,78 €",Alimentation,Indispensable,
2020/09/25,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 240920 BOULANGER SA    LESQUIN         CARTE   4974XXXXXXXX7803,"-59,99 €",Loisirs,Informatique,
2020/10/07,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2027900342372027900342370695441   02 /REF 2027900342370695441   02,"985,89 €",Revenus,Invalidité,
2020/11/06,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2030800320252030800320250695441   02 /REF 2030800320250695441   02,"943,84 €",Revenus,Invalidité,
2020/12/04,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2033700317462033700317460695441   02 /REF 2033700317460695441   02,"943,84 €",Revenus,Invalidité,
2021/01/06,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2100400315742100400315740695441   02 /REF 2100400315740695441   02,"943,84 €",Revenus,Invalidité,
2021/02/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2103500311232103500311230695441   02 /REF 2103500311230695441   02,"943,84 €",Revenus,Invalidité,
2021/03/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2106300306222106300306220695441   02 /REF 2106300306220695441   02,"943,84 €",Revenus,Invalidité,
2021/04/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2109600304872109600304870695441   02 /REF 2109600304870695441   02,"943,84 €",Revenus,Invalidité,
2021/05/06,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2112400302862112400302860695441   02 /REF 2112400302860695441   02,"943,84 €",Revenus,Invalidité,
2021/06/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2115500301772115500301770695441   02 /REF 2115500301770695441   02,"943,84 €",Revenus,Invalidité,
2021/07/08,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2118700300402118700300400695441   02 /REF 2118700300400695441   02,"943,84 €",Revenus,Invalidité,
2021/08/06,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2121600298402121600298400695441   02 /REF 2121600298400695441   02,"943,84 €",Revenus,Invalidité,
2021/09/07,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE CRAMIF   PARIS /MOTIF 2124600313512124600313510695441   02 /REF 2124600313510695441   02,"948,59 €",Revenus,Invalidité,
2021/03/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 260221 FDJ VERSEMENT   BOULOGNE BIL    CARTE   4974XXXXXXXX7803,"-15,00 €",Loisirs,Jeux de hasard,
2021/03/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 170321 FDJ VERSEMENT   BOULOGNE BIL    CARTE   4974XXXXXXXX7803,"-25,00 €",Loisirs,Jeux de hasard,
2021/04/28,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 270421 FDJ VERSEMENT   BOULOGNE BIL    CARTE   4974XXXXXXXX7803,"-25,00 €",Loisirs,Jeux de hasard,
2021/08/04,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 030821 FDJ VERSEMENT   BOULOGNE BIL    CARTE   4974XXXXXXXX7803,"-25,00 €",Loisirs,Jeux de hasard,
2021/08/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 140821 FDJ VERSEMENT   BOULOGNE BIL    CARTE   4974XXXXXXXX7803,"-50,00 €",Loisirs,Jeux de hasard,
2020/09/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 270920 STEAMGAMES.COM  PARIS 8         CARTE   4974XXXXXXXX7803,"-18,89 €",Loisirs,Jeux vidéos,
2020/09/30,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 270920 STEAMGAMES.COM  PARIS 8         CARTE   4974XXXXXXXX7803,"-4,99 €",Loisirs,Jeux vidéos,
2020/10/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 280920 STEAMGAMES.COM  PARIS 8         CARTE   4974XXXXXXXX7803,"-42,37 €",Loisirs,Jeux vidéos,
2020/10/05,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 021020 STEAMGAMES.COM  CARTE   4974XXXXXXXX7803                DEU    59,98EUR","-59,98 €",Loisirs,Jeux vidéos,
2020/10/07,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 051020 STEAMGAMES.COM  CARTE   4974XXXXXXXX7803                DEU     8,48EUR","-8,48 €",Loisirs,Jeux vidéos,
2020/10/09,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 071020 STEAMGAMES.COM  CARTE   4974XXXXXXXX7803                DEU     3,99EUR","-3,99 €",Loisirs,Jeux vidéos,
2020/10/09,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 071020 STEAMGAMES.COM  CARTE   4974XXXXXXXX7803                DEU     7,99EUR","-7,99 €",Loisirs,Jeux vidéos,
2020/10/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 071020 STEAMGAMES.COM  PARIS 8         CARTE   4974XXXXXXXX7803,"-9,99 €",Loisirs,Jeux vidéos,
2020/10/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 151020 STEAMGAMES.COM  PARIS 8         CARTE   4974XXXXXXXX7803,"-3,44 €",Loisirs,Jeux vidéos,
2020/11/04,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 011120 STEAMGAMES.COM  PARIS 8         CARTE   4974XXXXXXXX7803,"-29,99 €",Loisirs,Jeux vidéos,
2020/11/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 081120 STEAMGAMES.COM  PARIS 8         CARTE   4974XXXXXXXX7803,"-19,99 €",Loisirs,Jeux vidéos,
2020/11/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 101120 STEAMGAMES.COM  PARIS 8         CARTE   4974XXXXXXXX7803,"-29,99 €",Loisirs,Jeux vidéos,
